24151592583,2,103372872,TB_JISHI,蓝岛,蓝岛 24寸樱花复古淑女自行车 女式车,398.0,398.0,0,0,
25501540383,908,57667625,TB_JISHI,porterline,专业高尔夫球包 Porterline908 一体化保护球包 精心设计,1316.0,1316.0,0,1,
26266868699,222,62062742,TB_JISHI,Nike,美国代购正品NIKE FLYKNIT LUNAR 3 2015新款耐克休闲鞋跑步女鞋,1299.0,1299.0,0,0,
26708700621,L7-EG101,103904882,TB_JISHI,other/其他,1037男款LINE7赞助世界极限运动大会圆领短袖T恤蓝色/白色/黑色,179.0,179.0,0,0,
27162280333,1693254,103904882,TB_JISHI,newlook,1048英国newlook白色长袖套头卫衣绒帽衫,69.0,69.0,0,0,
35393577810,000,62062742,TB_JISHI,Adidas,美国正品代购adidas springblade ignite w刀锋 男女款休闲女鞋,1099.0,1099.0,0,0,
35396100393,333,62062742,TB_JISHI,Nike,美国正品代购 NIKE DUNK ULTRA MODERN 2015 新款耐克休闲女鞋,1039.0,1039.0,0,0,
35413552112,000,62062742,TB_JISHI,Nike,美国代购正品 NIKE FREE 4.0 FLYKNIT 2015新款耐克休闲跑步女鞋,1099.0,1099.0,0,0,
35856449338,2013008,106914376,TB_JISHI,other/其他,维斯布鲁克 威少运动手链腕带手带 Westbrook 篮球手环  大小尺寸,15.0,15.0,1,3,
35991087800,139999C 139998C,33863566,TB_JISHI,Converse,娟娟正品匡威专卖店Q4中帮皮面鞋139999C 139998C,415.0,415.0,0,0,
37293366143,333,62062742,TB_JISHI,Nike,美国正品代购 NIKE FREE 4.0 FLYKNIT 耐克新款休闲跑步女鞋,1099.0,1099.0,0,0,
37302021335,333,62062742,TB_JISHI,Nike,美国正品代购 NIKE ROSHE ONE PRINT 新款耐克休闲女鞋跑步鞋,899.0,899.0,0,0,
40440983108,BG80P,110832469,TB_JISHI,yonex/尤尼克斯,好伙药 YONEX BG80P BG80 POWER 羽毛球线 经典进攻线,65.0,65.0,0,6,
40688138052,SHBSC10W,112189663,TB_JISHI,yonex/尤尼克斯,【日本原版】YONEX SHBSC10W JP版 羽毛球鞋WIDE SC10 SHB-SC10W,900.0,900.0,15,68,
40851360632,G44373,36915022,TB_JISHI,Adidas,正品三叶草ADIDAS RIBBON女子休闲鞋帆布鞋开车鞋G44373 超值款！,178.0,178.0,1,0,
41231102844,PRO-8041,101126316,TB_JISHI,pro国际饵,小胖饵路亚饵 PRO国际饵8041短舌小胖11.4g,28.0,28.0,0,0,
43147086121,SH1732,105086096,TB_TMALL,Converse,匡威正品201春季新款女子内增高帆布鞋高帮鞋547191 547190,398.0,398.0,1,45,
43978321503,ADS-FB500,58914910,TB_JISHI,other/其他,足球5号4号 成人男子儿童足球 正品训练比赛用球 高档无缝热耐磨,98.0,98.0,0,0,
44085239191,589986,65748612,TB_JISHI,白菜乔丹,【HC】LEBRON CIRCUITRY HERO FZ HD 詹姆斯篮球夹克589986,199.0,199.0,0,1,
44146121052,596218,65748612,TB_JISHI,白菜乔丹,【Sample版】KOBE TRANSFORM DF HOODY 篮球夹克帽衫596218,229.0,229.0,1,1,
44570760977,dd999999,58404759,TB_JISHI,diadora/迪亚多纳,『售出欣赏』迪亚多纳巴西人袋鼠皮室内足球鞋IC【收藏、实战】,1999.0,1999.0,0,0,
44924058632,A18AM/A189Z,33249650,TB_JISHI,timberland/添柏岚,A18AM/A189Z 香港专柜代购1 添柏岚Timberland天木兰牛皮套脚男鞋,714.0,1190.0,6,19,
45776713012,S26883000,62147762,TB_TMALL,Adidas,adidas 阿迪达斯 NEO 男子 衬衫S26883,90.0,90.0,11,94,
520500483069,598252-703,65129062,TB_JISHI,Nike,【优价小铺】耐克 NIKE男子 翻领 短袖针织衫598252-703,135.0,135.0,0,0,
521053999035,TEDC90033D26D,110308728,TB_JISHI,探路者,探路者TOREAD中性双层帐-TEDC90033-D26D￥ 195.00,198.0,198.0,0,0,
521286396608,18706610,65129062,TB_JISHI,Puma,【优价小铺】正品 彪马Puma男鞋低帮鞋-1PU18706610,335.0,335.0,0,0,
521308556890,TAMC82256-F09X,110308728,TB_JISHI,探路者,J探路者TOREAD女装徒步裤-TAMC82256-F09X￥199,199.0,199.0,0,0,
521392320136,TEBC90016,110308728,TB_JISHI,探路者,J探路者TOREAD男式女式30升背包-TEBC90016￥149,149.0,149.0,0,0,
521490135634,REEBOK锐步 V65750 V65751,128962629,TB_JISHI,Reebok,日本代购REEBOK锐步 V65750 /V65751  /V65752,1568.0,1568.0,0,0,
521702048216,705080-758,34042391,TB_JISHI,Nike,日本直邮 NIKE 耐克 毒蜂 内马尔代言 儿童足球鞋包邮705080-758,400.0,400.0,0,6,
521736719706,b27136,68119965,TB_JISHI,Adidas,语言日本直邮 ADIDAS/三叶草 ORIGINALS SUPER STAR B27136 男女,780.0,780.0,1,7,
522640720263,M18346,110308728,TB_JISHI,Adidas,阿迪达斯adidas2014秋季男鞋跑步鞋-M18346￥299,299.0,299.0,0,0,
522646176918,DK5077-A001,110308728,TB_JISHI,非凡探索discoveryexpedition,非凡探索Discovery Expedition男童纯棉T恤-DK5077-A001￥ 79.00,79.0,79.0,0,0,
522766625370,D4S1N,104767615,TB_JISHI,onitsukatiger/鬼塚虎,OnitsukaTiger/鬼塚虎COLORADO EIGHTY-FIVE运动休闲跑步 D4S1N,476.0,690.0,0,4,
522771956208,D110N,104767615,TB_JISHI,onitsukatiger/鬼塚虎,OnitsukaTiger/鬼塚虎CALIFORNIA 运动鞋休闲鞋跑步鞋 D110N,476.0,690.0,1,3,
522783692779,WS200M,33715869,TB_JISHI,wilson/威尔胜,正品Wilson/威尔胜足球WS200M学生训练比赛防滑足球手缝耐磨5号,55.3,55.3,0,1,
522880629440,768911,69184836,TB_TMALL,Nike,耐克男JORDAN FLIGHT运动缓震aj1公牛实战外场篮球鞋768911-001,583.5,583.5,0,5,
522910228849,crt300dm,111087297,TB_JISHI,New Balance,韩国直邮正品New Balance CRT300DMNB男子复古板鞋 运动休闲鞋,650.0,650.0,0,6,
523020265605,D69223,111087297,TB_JISHI,Adidas,韩国正品代购 ADIDAS/三叶草 男女情侣鞋 D692232015秋季新款,517.0,517.0,0,0,
523148942684,JH351,103976183,TB_TMALL,jeep/吉普,JEEP/吉普正品大头皮鞋真皮系带秋冬新款圆头男鞋 秋季潮鞋JH351,599.0,1380.0,1,6,
523735146645,AKLK737-1 AKLK737-2 AKLK737-3,34396591,TB_JISHI,李宁,李宁男子2015冬季季新款正品运动生活系列卫裤AKLK737-1-2 -3,99.0,99.0,2,1,
523758695509,TARB911003,110308728,TB_JISHI,探路者,J探路者TOREAD男装三合一套绒冲锋衣-TARB91103￥ 950.00,948.0,948.0,0,0,
523759263127,TAWC92788,110308728,TB_JISHI,探路者,J探路者TOREAD女装三合一套羽绒冲锋衣-TAWC92788-A08X￥ 799.00,798.0,798.0,0,0,
523803281142,TAWC91789,110308728,TB_JISHI,探路者,J探路者TOREAD男装三合一套羽绒冲锋衣-TAWC91789￥ 899.00,899.0,899.0,0,0,
523803922113,TAWB91202-2,110308728,TB_JISHI,探路者,J探路者TOREAD男装三合一套绒冲锋衣-TAWB91202-2￥ 559.00,599.0,599.0,0,0,
523809334776,TAWC92118,110308728,TB_JISHI,探路者,J探路者TOREAD女装三合一套绒冲锋衣-TAWC92118￥ 699.00,699.0,699.0,0,0,
523938126195,356143-04,111087297,TB_JISHI,Puma,韩国代购正品 356143-04puma trinomic xs850 复古跑鞋,713.0,713.0,0,0,
523951763817,VN-0XI8GZ9,111087297,TB_JISHI,VANS,韩国正品代购 VANS范斯 STYLE 36 SLIM VN-0XI8GZ9女款 休闲板鞋,690.0,690.0,0,0,
524025098924,V65750，V65752,111087297,TB_JISHI,Reebok,韩国直邮 锐步正品代购男鞋女鞋 V65750/V65752运动鞋,1089.0,1089.0,0,0,
524119406716,p1gx152609,36172910,TB_JISHI,美津浓,日本美津浓日产 全袋鼠皮 莫雷拉 morelia M8 套装p1gx152609,1368.0,1368.0,4,18,
524218388784,637317,65748612,TB_JISHI,other/其他,N家 THE VARSITY SWEATPANT男子长裤 637317,279.0,279.0,0,1,
524228969752,641714-303,108565431,TB_JISHI,Nike,【售出欣赏】Nike Kobe ix ELITE 科比精英九zk641714-303篮球鞋,871.5,871.5,0,2,
524249354047,KS-4001,35271546,TB_JISHI,烤食代,烤肉串竹签子多用途环保 26cm*100支烤肠热狗香肠小丸子鸡翅,12.0,12.0,1,1,
524534420018,无,116627207,TB_JISHI,Adidas,阿迪达斯 三叶草休闲冲锋衣外套 丝棉运动服 日本正品原版502,288.0,288.0,0,0,
524731783994,AYTK079-1 AYTK079-2 AYTK079-3,34396591,TB_JISHI,李宁,2015冬季新款专柜正品李宁羽毛球系列训练鞋AYTK079-1-2 -3,299.0,299.0,3,6,
524860259236,Messi10/10,142073752,TB_JISHI,Adidas,梅西限量足球鞋 限量100双 Messi10/10 梅西战靴 盒有压痕降价卖,12000.0,12000.0,0,3,
524933150648,637317,65748612,TB_JISHI,other/其他,N家AS jordan  FLIGHT KNIT PANT男子长裤 677925,199.0,199.0,0,1,
524935305715,637317,65748612,TB_JISHI,other/其他,N家 AS KD KLUTCH ELITE WOVEN PANT男子长裤 683235 胶条,269.0,269.0,0,3,
525125534340,无,116627207,TB_JISHI,Adidas,阿迪达斯 三叶草休闲冲锋衣外套 丝棉运动服 正品原版575,258.0,258.0,0,0,
525149089415,12322,143270051,TB_JISHI,eruner/伊韵儿,全新雪纺小风衣,100.0,100.0,0,0,
525230822345,K04559,118441905,TB_JISHI,Reebok,忠爱一生！锐步reebok/艾弗森篮球卫衣  K04559帽衫,150.0,150.0,0,0,
525330848220,100MV9 CR7刺客9代,142073752,TB_JISHI,Nike,C罗  刺客9代C罗金球奖 限量100双足球鞋 交流欣赏编号001,98888.0,98888.0,0,0,
525560941503,524882,106998040,TB_JISHI,Nike,hyperdunk 2012 hd12 绿巨人524882-300,799.0,799.0,0,0,
525985687688,25543942,62628578,TB_JISHI,Fila,FILA斐乐正品牌2015冬季新款男上装轻薄羽绒服|25543942 1280,866.0,866.0,0,0,
526034054824,553486,65129062,TB_JISHI,Nike,【优价小铺】耐克NIKE2014夏季女鞋拖鞋-553486-403,79.0,79.0,0,0,
526034766739,617153-660,65129062,TB_JISHI,Nike,【优价小铺】专柜正品Nike/耐克女子外套617153-660,245.0,245.0,0,0,
526348999012,M30791,65129062,TB_JISHI,Adidas,【优价小铺】Adidas 阿迪达斯 三叶草 男女单肩包 斜挎包 M30791,188.0,188.0,3,14,
526375736205,25543642,62628578,TB_JISHI,Fila,FILA斐乐2015冬季新款男上装经典简洁梭织夹克外套|25543642 1380,962.0,962.0,0,0,
526418083183,25533756,144494548,TB_JISHI,国际大牌,FILA斐乐2015秋季新款男下装修身休闲针织长裤|25533756 680,368.0,368.0,0,0,
526453618361,26533437,144494548,TB_JISHI,Fila,FILA斐乐2015秋季新款女纯棉毛圈布套头卫衣|26533437 580,298.0,298.0,0,0,
526510403121,21545425,62628578,TB_JISHI,Fila,FILA斐乐2015冬季新款男款运动鞋EDGE户外跑鞋|21545425EDGE户外,562.0,562.0,0,0,
526533264567,8,128962629,TB_JISHI,onitsukatiger/鬼塚虎,日本代购直邮鬼冢虎运动休闲鞋Onitsuka Tiger / SERRANO,743.0,743.0,0,0,
526550320577,705076,65748612,TB_JISHI,other/其他,N家 JORDAN INSTIGATOR纯牛皮休闲鞋 705076 001,669.0,669.0,0,0,
526590061625,AWDL063-1 AWDL063-3,34396591,TB_JISHI,李宁,李宁2016新款男装跑步系列 开衫无帽卫衣AWDL063-1-3,226.0,226.0,0,5,
526953837607,21615301,62628578,TB_JISHI,Fila,新品FILA斐乐正品款男款BB鞋篮球鞋|21615301顺丰发货,582.0,582.0,1,3,
526981193973,819521-200,128962629,TB_JISHI,Nike,日本直邮耐克NlKE AIR PRESTO GPX 819521-200运动鞋,1208.0,1208.0,0,3,
527017814278,726067,106998040,TB_JISHI,Nike,科比10 nike zoom kobe 10 gs zk10女款 726067-100,549.0,549.0,0,0,
527023402026,a?400,145427992,TB_JISHI,skins,现货正品skins a400 压缩紧身3/4中裤-七分款黑金款 特价,588.0,558.0,2,2,
527069624115,114318608,118725813,TB_JISHI,bigwasp/大黄蜂,清仓处理大黄蜂男女中童透气网布休闲鞋春秋单鞋114318608,110.0,110.0,0,0,
527183700809,1273722,33249650,TB_JISHI,UNDER ARMOUR,1273722 香港专柜代购2 Under Armour UA网状透气运动帽16春新款,164.0,219.0,1,1,
527280770742,56803601,65129062,TB_JISHI,Puma,【优价小铺】PUMA彪马男子棒球服 黑色夹克外套 2PU56803601,350.0,350.0,0,0,
527288054293,82776403,65129062,TB_JISHI,Puma,专柜正品代购 【优价小铺】彪马PUMA 女裤针织长裤2pu82776403,135.0,135.0,0,0,
527512758011,vans1,113916989,TB_JISHI,VANS,VANS SK8-HI SLIM ZIP情侣男女 板鞋 高帮 帆布鞋 情人节合作款,399.0,399.0,0,0,
527611098561,AQ4999,130648213,TB_JISHI,Adidas,adidas Ace 16+ Purecontrol FG/AG AQ4999阿迪达斯超顶级无鞋带,1899.0,1899.0,0,0,
527675976290,2016Q1NE-BB001,59108451,TB_TMALL,Adidas,Adidas阿迪达斯2016男子新款系带春季复古鞋子板鞋AW4512 F99684,585.0,585.0,0,0,
527729691890,AH7785,33160483,TB_JISHI,Adidas,JPSPORT 专柜正品 adidas 2016新款 11LESTO 足球护腿板AH7785,39.0,59.0,24,30,
527741740025,Adidas--330,128536996,TB_JISHI,Adidas,Adidas  Originala专柜正品    经典配色情侣款 潮人专属,350.0,350.0,0,0,
527797750933,A200,145427992,TB_JISHI,skins,代购Skins A200 压缩保暖3/4七分中裤,780.0,780.0,0,0,
527869748429,经典,117904314,TB_JISHI,keds,Keds帆布鞋低帮女鞋泰勒 郑秀晶经典纯色百搭休闲鞋平底小白鞋,128.0,128.0,1,2,
528015026442,12535585,150210914,TB_JISHI,安踏,安踏 跑步系列 易弯折防臭透气女跑鞋-12535585 夏天必备,179.0,179.0,5,7,
528139065730,819171-101,61618695,TB_JISHI,Air Jordan,鞋子正品代购 Jordan 5 Low Fire Red 火焰红货号819171-101,1399.0,1399.0,0,0,
528235835242,11116202189,72240817,TB_JISHI,鸿星尔克,鸿星尔克男鞋跑步运动鞋男2016新款网布慢跑鞋休闲旅游鞋酷动城,159.0,299.0,27,21,
528264556942,779218-100,65129062,TB_JISHI,Nike,【优价小铺】LeBron 13 勒布朗男子 T 恤 779218-100特价,155.0,155.0,0,1,
528294246644,151157C,129052953,TB_JISHI,Converse,2016正品代购匡威男女新款迷彩高帮帆布鞋 151159C151157C,371.6666666666667,350.0,0,0,
528296646646,M62232,115436153,TB_JISHI,Adidas,ADIDAS阿迪达斯男短袖POLO衫M62232 M62233 M62234 M61738 M61740,169.06666666666666,172.0,11,4,
528382763344,? 725233-106,108617213,TB_JISHI,Nike,Nike Air Max 90 OG 颜色   白色 货号   725233-106,559.0,559.0,0,1,
528452979579,RL5010,34134494,TB_JISHI,罗莎琳达,罗莎琳达RL5010 手编钩编 丝棉 烟雨丝2016新品夏季首选10色选择,22.0,22.0,0,0,
528485834926,LSJL859,65255256,TB_JISHI,李宁,李宁泳帽 专业防水护耳男女长发游泳pu涂层 印花游泳帽LSJL 859,30.0,30.0,1,1,
528730207545,WZANTGP2,34560416,TB_JISHI,New Balance,虎扑验货-专柜正品 New Balance 女子跑步鞋WZANTGP2WZANTPB2,496.0,496.0,1,4,
528731735815,819685-400,61618695,TB_JISHI,Nike,鞋子正品代购 nike air huarache run ultra货号：819685-400,710.0,710.0,0,0,
528745000486,S79146,114878921,TB_JISHI,Adidas,adidas Nomad CHUKKA NMD 黑麂皮 S79146,1280.0,1280.0,2,6,
528764573524,1111,148725512,TB_JISHI,Nike,国外购回 AIR JORDAN 赞助 北卡大学 NCAA球员版短袖,199.0,199.0,2,1,
528781122929,819685-005,61618695,TB_JISHI,Nike,鞋子正品代购 nike air huarache run ultra货号：819685-005,710.0,710.0,0,0,
528800514027,VN-0D5IB8C,117759745,TB_JISHI,VANS,Vans经典款/情侣板鞋休闲鞋Sk8-Hi|VN-0D5IB8C,375.0,375.0,0,1,
528820777835,VN-0XH8HTK,117759745,TB_JISHI,VANS,VansSk8-Hi系列经典花卉印花高帮硫化鞋 VN-0XH8HTK,480.0,480.0,0,0,
528830381936,TS6401,33006791,TB_JISHI,tectop,TECTOP 男款速干立领短TTS6401,69.0,318.0,0,2,
528830649424,TS6402,33006791,TB_JISHI,tectop,TECTOP 女款速干立领短TTS6402,69.0,318.0,0,1,
528850160124,JW6390,33006791,TB_JISHI,tectop,TECTOP 女款单层冲锋衣JW6390,189.0,598.0,0,0,
528862805632,2PU51376003,63675232,TB_JISHI,Puma,2PU51376003/puma/彪马/女款长裤系列女/特卖,209.0,209.0,3,3,
528890875770,644489-100,34630149,TB_JISHI,Nike,代购  耐克女装新款短袖T恤644489-100B,89.0,89.0,0,0,
528894476873,162283A514,36187888,TB_JISHI,阿依莲,162283A514阿依莲正品2016年夏季新款 蕾丝拼接连衣裙原299,209.0,209.0,6,4,
528964363194,333886-400,36902050,TB_JISHI,Nike,【XI POINT 5】air penny 2皇家蓝 333886-400,1250.0,1250.0,0,0,
529039454059,V69636,61618695,TB_JISHI,Reebok,鞋子正品代购 Reebok Furylite男女码数都有 薄荷绿货号：V69636,720.0,720.0,0,0,
529076020164,V67734,61618695,TB_JISHI,Reebok,鞋子正品代购 Reebok Furylite男女码数都有，网布 货号：V67734,720.0,720.0,0,0,
529145434220,GKLL028-2 -1,34396591,TB_JISHI,李宁,李宁新活力女子2016春季新款正品运动生活系列卫裤GKLL028-2-1,141.0,139.0,3,39,
529156693985,812888,112484467,TB_JISHI,Nike,耐克Nike Jordan SPIKE 40 REMIX男子短裤运动裤812888,349.0,349.0,1,1,
529158733710,sk8,151187602,TB_JISHI,VANS,国内代购VANS范斯 正品新款 猫咪 SK8-HI 高帮 板鞋 VN-03CAHF3,439.0,439.0,0,1,
529180176600,ASKL034-1 ASKL034-3,34396591,TB_JISHI,李宁,16年夏季新款正品李宁短裙裤运动女裙裤ASKL034-1ASKL034-3,165.0,165.0,0,0,
529213163465,32JY6103,148466594,TB_JISHI,美津浓,美津浓Mizuno乒乓球 运动训练比赛擦汗巾32JY6103,80.0,80.0,0,0,
529241829815,S79166,59320375,TB_JISHI,Adidas,微风 adidasSCARPE NMD boost R1 全白 S79166 S31504 S76007,1260.904761904762,1299.0,2,14,
